state,median,lower_bound,upper_bound,group
alabama,53.7173989851472,10.4432224491037,115.790413300244,Marginal
arkansas,26.1374324167284,4.38833714433362,65.4881628004871,Marginal
california,141.235110973869,23.9137174788782,322.530722463763,Marginal
colorado,15.7460829264834,2.03904739066267,42.3675201877671,Marginal
connecticut,26.1213301493614,4.84757549775841,62.0782007944324,Marginal
florida,363.716496589001,78.0032866362945,710.264277435929,Marginal
georgia,170.75522191796,31.6808355203182,342.675024399294,Marginal
idaho,5.04539286889651,0.0336419201394294,15.0220870789195,Marginal
illinois,98.3443366452828,18.61928083716,218.664167902704,Marginal
indiana,42.1178197722794,7.37749004036894,100.590809710777,Marginal
iowa,25.5025155146828,4.65885932125243,52.6486780806922,Marginal
kansas,-6.53977869697971,-38.1117365028439,13.3470204139351,Marginal
kentucky,27.8375457275395,5.25683146364195,60.011335444549204,Marginal
louisiana,91.6407970777152,16.9399108278869,182.213514886856,Marginal
maine,6.57900746539668,0.935806675823397,16.6956624132713,Marginal
maryland,23.192524241589,1.35860066408594,67.3423431785977,Marginal
massachusetts,65.7951619793763,11.424888981952,141.153045641856,Marginal
michigan,28.4000105243105,3.36542013664481,77.8566179049789,Marginal
minnesota,-9.41010103977451,-32.6856970105548,3.37447287541938,Marginal
mississippi,47.2767597107385,9.47812997923815,97.3608806791003,Marginal
missouri,39.1563052312311,6.86560126600208,91.6150151950677,Marginal
montana,-1.4288903835439,-5.76641462817811,0.895616403993536,Marginal
nevada,4.18940366145532,-0.0831425233025226,13.4266461290178,Marginal
new hampshire,1.64860237695668,-2.866985698391,8.93663546122536,Marginal
new jersey,48.1555924945634,7.16524071214376,119.915685400554,Marginal
new mexico,2.27691900597993,-1.61830174972072,8.86184768091234,Marginal
new york,185.943615735279,31.8682960556149,404.017785459441,Marginal
north carolina,80.5766442282945,15.884387206627,167.241977254393,Marginal
north dakota,-0.829984399804604,-4.15506804991673,1.18332427827966,Marginal
ohio,103.059221898511,21.133005168564,221.991360048842,Marginal
oklahoma,13.9881179900745,0.748345785421339,39.0412129709682,Marginal
oregon,-32.3508792774354,-86.0140481650634,-2.49727486288519,Marginal
pennsylvania,39.7039953597749,-0.0431062060762841,121.243368618339,Marginal
rhode island,5.12936090249242,0.698318810590087,14.5042788090027,Marginal
south carolina,54.2869301159177,9.7711331278164,116.439040413473,Marginal
south dakota,-0.302045890067826,-4.02657490264208,2.74618712140062,Marginal
tennessee,52.7041633134158,-3.27050249322276,158.483924879104,Marginal
texas,540.470604634516,97.8094700885995,1040.16338387693,Marginal
utah,10.1719010590438,1.66726691523382,25.1363261457639,Marginal
vermont,0.974042300592007,-1.4834369891233,4.73776694805163,Marginal
virginia,70.8972181182457,13.5181306083481,153.608553540746,Marginal
washington,-21.9927724519042,-77.4330702000915,5.89253204049861,Marginal
wisconsin,37.1375815710752,5.99134092578674,80.2682635949138,Marginal
wyoming,-0.723493822055519,-3.78572960094087,1.19730744419281,Marginal
state_sum,2476.05321952221,186.541604916223,5506.52572244579,Marginal
alabama,26.4447921874305,5.20602506577619,55.1234010117335,Female
arkansas,12.9930752909363,1.74627231701577,32.3382231763421,Female
california,68.983505315534,11.423526879609,158.737677733243,Female
colorado,7.49514237276913,0.91930279377993,20.5982436374797,Female
connecticut,12.8685663532924,2.32695977625991,30.534782600909,Female
florida,175.764413588446,34.2509994717652,351.530661444116,Female
georgia,84.9202233280856,16.4346806072689,168.367702557466,Female
idaho,2.43490798767711,0.0380187099667965,7.49102543618029,Female
illinois,48.0248360296402,8.36038468506967,105.709676843193,Female
indiana,20.7929931658134,3.56726027797925,50.0089909109766,Female
iowa,12.6172929571049,2.48170685737068,25.8055586706341,Female
kansas,-3.35890735458477,-18.6640140217573,6.56453686312525,Female
kentucky,13.5425652608704,2.61949988498181,28.9327470363066,Female
louisiana,44.0191640510605,7.89338371328005,88.5281943876153,Female
maine,3.18671026393086,0.44738145089957,8.1576591790058,Female
maryland,11.4205773415694,0.744898943605766,33.319388111267,Female
massachusetts,32.2862689285126,5.60471748488055,69.0664981456569,Female
michigan,13.8172680397739,1.79562950328522,38.5184272391893,Female
minnesota,-4.54311607684604,-16.2436974626479,1.62654146190772,Female
mississippi,23.1689510158311,4.44599574865719,46.9002485878531,Female
missouri,19.2990116834322,3.19535907519351,45.2977700203559,Female
montana,-0.640470742853448,-2.7551143284298,0.459341010199873,Female
nevada,2.0793113950909,0.0323736608878265,6.64973048325505,Female
new hampshire,0.795794095374902,-1.41843896722437,4.3105022630839,Female
new jersey,23.5672549623111,3.95215961229225,58.3756817871194,Female
new mexico,1.10737939639093,-0.776512680654433,4.36084364790869,Female
new york,91.1218524577844,17.2145794333292,195.827147993424,Female
north carolina,39.3784093955921,6.94679120476794,83.166630868267,Female
north dakota,-0.431586937310879,-2.04186054472145,0.557736454537245,Female
ohio,50.6561506137981,9.56809981108235,107.61092547992,Female
oklahoma,6.86654765323315,0.394038457775283,19.1126846344912,Female
oregon,-15.8131672000297,-42.4353723771199,-1.42168043265892,Female
pennsylvania,19.6964059723192,0.0249514831882095,57.9931702096257,Female
rhode island,2.49709952994423,0.255201312288079,7.0489173062335,Female
south carolina,26.9186083922952,4.88093078344791,57.3773144814105,Female
south dakota,-0.157315756155171,-1.95587414940746,1.40752991218953,Female
tennessee,25.6045657068702,-1.5249498478668,78.5408072358127,Female
texas,265.718486444116,52.6109919069957,514.045087554238,Female
utah,4.91152340947103,0.839691520492237,12.1734804712842,Female
vermont,0.457453243565996,-0.694613754143418,2.32986232249573,Female
