state,median,lower_bound,upper_bound,median_100k,lower_bound_100k,upper_bound_100k,group
vermont,6.97290035426605e-5,-1.00596828596675e-4,3.56435771746438e-4,6.97290035426605,-10.0596828596675,35.6435771746438,Female
virginia,3.40395820308961e-4,6.26715563930159e-5,7.89009107820813e-4,34.0395820308961,6.26715563930159,78.9009107820813,Female
washington,-1.24480541362342e-4,-4.44123346378593e-4,3.75928857153053e-5,-12.4480541362342,-44.4123346378593,3.75928857153053,Female
wisconsin,2.5932750772993e-4,4.74074132254082e-5,5.77533078710766e-4,25.932750772993,4.74074132254082,57.75330787107659,Female
wyoming,-4.962874387446e-5,-2.70544024593528e-4,8.0499503498813e-5,-4.962874387446,-27.0544024593528,8.0499503498813,Female
state_sum,0.0102543403803552,-0.00148200820247647,0.0267227931059137,1025.43403803552,-148.200820247647,2672.27931059137,Female
alabama,5.74562865307533e-4,1.06179707921092e-4,0.00123351133648396,57.4562865307533,10.6179707921092,123.35113364839599,Male
arkansas,4.45240817043756e-4,6.03999323107306e-5,0.00114637047922555,44.524081704375604,6.03999323107306,114.637047922555,Male
california,1.76343954788871e-4,3.08800851843175e-5,4.11036707095809e-4,17.6343954788871,3.0880085184317503,41.103670709580896,Male
colorado,1.47802679439795e-4,1.79321503617802e-5,4.07441314871705e-4,14.7802679439795,1.79321503617802,40.7441314871705,Male
connecticut,3.79807765530397e-4,6.70752886950215e-5,9.15059686458025e-4,37.9807765530397,6.70752886950215,91.50596864580251,Male
florida,0.00106547966714477,2.09645524107332e-4,0.00223391052786546,106.547966714477,20.9645524107332,223.391052786546,Male
georgia,8.1420391825633e-4,1.60252800493718e-4,0.0017101684963781,81.420391825633,16.025280049371798,171.01684963781,Male
idaho,1.35520084798492e-4,1.47064063115441e-6,4.20629253574392e-4,13.5520084798492,0.14706406311544098,42.0629253574392,Male
illinois,3.65849348878751e-4,7.11732190428945e-5,8.46661258402248e-4,36.5849348878751,7.11732190428945,84.66612584022481,Male
indiana,3.12759618380825e-4,5.35194332191051e-5,7.68282322058428e-4,31.2759618380825,5.35194332191051,76.8282322058428,Male
iowa,4.24445594285057e-4,8.40444832324724e-5,9.03583986594741e-4,42.4445594285057,8.40444832324724,90.3583986594741,Male
kansas,-1.08987825424069e-4,-6.10614325722322e-4,2.19424815051273e-4,-10.8987825424069,-61.061432572232206,21.9424815051273,Male
kentucky,3.25459411356987e-4,6.2246460600689e-5,7.15002933124168e-4,32.5459411356987,6.224646060068901,71.5002933124168,Male
louisiana,9.74204354374831e-4,1.98106143772249e-4,0.00198511443256938,97.4204354374831,19.810614377224898,198.511443256938,Male
maine,2.84804491501061e-4,4.47228258704428e-5,7.59754665273392e-4,28.480449150106097,4.472282587044281,75.9754665273392,Male
maryland,1.99507128572387e-4,5.07891267759454e-6,5.95062414999503e-4,19.9507128572387,0.507891267759454,59.5062414999503,Male
maryland,2.00201230582734e-4,8.21352610059189e-6,6.04655212546883e-4,20.020123058273402,0.8213526100591889,60.465521254688305,Male
massachusetts,5.47533401530597e-4,1.08653826174017e-4,0.00122000368287232,54.753340153059696,10.8653826174017,122.00036828723199,Male
michigan,1.41907829551853e-4,1.5510295985394e-5,3.97210327613349e-4,14.1907829551853,1.5510295985394,39.7210327613349,Male
minnesota,-8.3021364535244e-5,-3.15391500778346e-4,3.04545511011851e-5,-8.3021364535244,-31.539150077834602,3.04545511011851,Male
mississippi,7.64131246737566e-4,1.54959822401515e-4,0.00159734164964621,76.4131246737566,15.4959822401515,159.73416496462102,Male
missouri,3.24507615302806e-4,5.56025565747423e-5,7.88773604614085e-4,32.4507615302806,5.56025565747423,78.8773604614085,Male
montana,-7.20324040641555e-5,-2.97814258535435e-4,4.88158018463248e-5,-7.20324040641555,-29.7814258535435,4.88158018463248,Male
nevada,7.26581608346901e-5,8.49842709936236e-7,2.36406401431356e-4,7.2658160834690095,0.0849842709936236,23.6406401431356,Male
new hampshire,6.63786643063964e-5,-1.20596892016299e-4,3.67566713720922e-4,6.63786643063964,-12.059689201629899,36.7566713720922,Male
new jersey,2.74699912924149e-4,4.25122496918813e-5,7.03815949306876e-4,27.469991292414896,4.25122496918813,70.38159493068761,Male
new mexico,5.13073961227903e-5,-3.89237381932617e-5,2.08100970302726e-4,5.13073961227903,-3.89237381932617,20.810097030272598,Male
new york,5.15549395047312e-4,9.78410483733649e-5,0.00113206823886987,51.5549395047312,9.78410483733649,113.206823886987,Male
north carolina,4.12178123192135e-4,7.5798321535967e-5,8.94846255883813e-4,41.2178123192135,7.5798321535966995,89.48462558838129,Male
north dakota,-6.92023647502398e-5,-3.42099342999815e-4,9.89714340549327e-5,-6.920236475023979,-34.209934299981505,9.89714340549327,Male
ohio,4.42980972898609e-4,8.22313918552785e-5,9.80184205911699e-4,44.2980972898609,8.223139185527849,98.0184205911699,Male
oklahoma,1.66452968929309e-4,7.57863970701443e-6,4.79225733686462e-4,16.6452968929309,0.757863970701443,47.922573368646205,Male
oregon,-4.30851628167168e-4,-0.0011907372825491,-3.10356170321699e-5,-43.0851628167168,-119.07372825491001,-3.1035617032169904,Male
pennsylvania,1.69951426953271e-4,-1.53657364403588e-7,5.09948615900121e-4,16.9951426953271,-0.0153657364403588,50.9948615900121,Male
rhode island,2.65161543470866e-4,3.30978551625829e-5,7.68211840971318e-4,26.5161543470866,3.30978551625829,76.82118409713179,Male
south carolina,5.94785476403707e-4,1.05940640166768e-4,0.00134819936801943,59.4785476403707,10.5940640166768,134.81993680194302,Male
south dakota,-1.89872384100873e-5,-2.42824481726029e-4,1.60575471351771e-4,-1.89872384100873,-24.2824481726029,16.0575471351771,Male
tennessee,4.17799954114154e-4,-3.75163667129562e-5,0.00127875746023512,41.7799954114154,-3.7516366712956204,127.875746023512,Male
texas,9.43318794976524e-4,1.71729253957281e-4,0.00190175896258719,94.33187949765241,17.1729253957281,190.175896258719,Male
utah,1.38817940524332e-4,2.23487374885872e-5,3.41719167029876e-4,13.8817940524332,2.2348737488587203,34.1719167029876,Male
vermont,9.23055363009713e-5,-1.3571025000324e-4,4.4319773280041e-4,9.23055363009713,-13.571025000324,44.319773280041005,Male
virginia,4.36434571895106e-4,8.39341727178744e-5,9.78466327261294e-4,43.6434571895106,8.39341727178744,97.84663272612939,Male
washington,-1.57406330186564e-4,-5.667833941448e-4,4.37012111537228e-5,-15.7406330186564,-56.67833941448,4.37012111537228,Male
wisconsin,3.30937727592351e-4,5.61184876336673e-5,7.55321810065832e-4,33.0937727592351,5.61184876336673,75.5321810065832,Male
wyoming,-6.11177345810701e-5,-3.4464690913476e-4,9.7652899890043e-5,-6.1117734581070104,-34.464690913476,9.7652899890043,Male
state_sum,0.0129943846997335,-0.00194816412352371,0.0336559306136691,1299.43846997335,-194.816412352371,3365.59306136691,Male
alabama,4.5527285481212e-4,9.54395932380534e-5,9.78629469681816e-4,45.527285481212004,9.54395932380534,97.8629469681816,White
arkansas,3.54433763193011e-4,4.79312995794056e-5,9.20828808707815e-4,35.4433763193011,4.79312995794056,92.0828808707815,White
california,1.40404988028776e-4,2.61937907132917e-5,3.24765178376179e-4,14.040498802877599,2.61937907132917,32.4765178376179,White
colorado,1.1833882818584e-4,1.49572567227016e-5,3.249291558444e-4,11.833882818584,1.49572567227016,32.49291558444,White
connecticut,3.04106107015103e-4,5.430369238208e-5,7.39723111898843e-4,30.4106107015103,5.430369238208,73.97231118988431,White
florida,8.46030917963235e-4,1.77655845858035e-4,0.00176258201182158,84.60309179632351,17.7655845858035,176.258201182158,White
georgia,6.58724524934504e-4,1.28373243667e-4,0.00136122725871137,65.8724524934504,12.8373243667,136.122725871137,White
idaho,1.10573482892756e-4,1.86680552709064e-7,3.43176258067249e-4,11.0573482892756,0.0186680552709064,34.3176258067249,White
illinois,2.94040890143527e-4,5.03755551222567e-5,6.75802526007926e-4,29.4040890143527,5.03755551222567,67.5802526007926,White
indiana,2.48417492439911e-4,4.32792514939639e-5,6.22652035372459e-4,24.841749243991103,4.32792514939639,62.2652035372459,White
iowa,3.36370635103458e-4,6.4021753797487e-5,7.17268356136368e-4,33.6370635103458,6.4021753797487,71.7268356136368,White
kansas,-8.30404918994668e-5,-4.88542992673117e-4,1.8050635964906e-4,-8.30404918994668,-48.8542992673117,18.050635964906,White
kentucky,2.55532938742155e-4,4.76387206629119e-5,5.64000591101686e-4,25.553293874215502,4.76387206629119,56.4000591101686,White
louisiana,7.74974967515985e-4,1.50868457930225e-4,0.00157508666334079,77.49749675159849,15.086845793022501,157.50866633407898,White
maine,2.2734930128253e-4,3.58693470803193e-5,5.9137048240857e-4,22.734930128252998,3.58693470803193,59.137048240857006,White
maryland,1.59590307380696e-4,8.4056508886701e-6,4.78323811112461e-4,15.959030738069599,0.84056508886701,47.8323811112461,White
maryland,1.59522810226477e-4,8.74582094930572e-6,4.84599075524414e-4,15.9522810226477,0.8745820949305719,48.4599075524414,White
massachusetts,4.40908838980924e-4,8.21944444835647e-5,9.59731736645681e-4,44.0908838980924,8.219444448356471,95.9731736645681,White
michigan,1.15294914649316e-4,1.32219189838766e-5,3.15258902809249e-4,11.529491464931601,1.3221918983876602,31.5258902809249,White
minnesota,-6.6535313462455e-5,-2.43004277483829e-4,2.4101512849819e-5,-6.653531346245499,-24.3004277483829,2.4101512849819002,White
mississippi,6.08305691020917e-4,1.24981215322658e-4,0.00127589915982602,60.8305691020917,12.4981215322658,127.58991598260201,White
missouri,2.57854959408594e-4,4.35369097346022e-5,6.34040339126302e-4,25.7854959408594,4.35369097346022,63.404033912630204,White
montana,-5.80942603395924e-5,-2.45917405366828e-4,3.93640619212813e-5,-5.80942603395924,-24.5917405366828,3.9364061921281297,White
nevada,5.86258897701557e-5,2.14896056089451e-7,1.88839984077709e-4,5.86258897701557,0.0214896056089451,18.8839984077709,White
new hampshire,5.5849694839371e-5,-9.28744981287857e-5,3.07413074247296e-4,5.584969483937099,-9.28744981287857,30.7413074247296,White
new jersey,2.19812293193926e-4,3.58952073754049e-5,5.71353721474931e-4,21.9812293193926,3.5895207375404903,57.13537214749311,White
new mexico,4.03053726319417e-5,-2.72503814982694e-5,1.6652427333864e-4,4.03053726319417,-2.72503814982694,16.652427333864,White
new york,4.07194577188216e-4,7.76839267813507e-5,9.00687766191406e-4,40.7194577188216,7.76839267813507,90.06877661914059,White
north carolina,3.2888520464278e-4,6.5468494073134e-5,7.11806411636347e-4,32.888520464278,6.5468494073134,71.1806411636347,White
north dakota,-5.44830324001423e-5,-2.68908621033822e-4,7.08877119930054e-5,-5.44830324001423,-26.8908621033822,7.088771199300539,White
ohio,3.56123722307946e-4,5.91897068549752e-5,7.68399600569871e-4,35.6123722307946,5.91897068549752,76.8399600569871,White
oklahoma,1.34362696075473e-4,5.36543704405889e-6,3.81579057449141e-4,13.436269607547299,0.536543704405889,38.157905744914096,White
oregon,-3.43456368316651e-4,-9.40645545002371e-4,-2.83954056675887e-5,-34.345636831665104,-94.0645545002371,-2.83954056675887,White
pennsylvania,1.36309021144954e-4,-1.13329499094476e-6,4.23027547639559e-4,13.630902114495399,-0.11332949909447601,42.3027547639559,White
rhode island,2.13115610945337e-4,2.98681356698455e-5,5.95298862325843e-4,21.3115610945337,2.98681356698455,59.529886232584296,White
south carolina,4.79698826605379e-4,8.68110113964748e-5,0.00107302629332633,47.9698826605379,8.68110113964748,107.30262933263299,White
south dakota,-1.34322692107516e-5,-1.9070776015084e-4,1.24330169424597e-4,-1.34322692107516,-19.070776015084,12.433016942459698,White
tennessee,3.33999670976176e-4,-1.5142075492714e-5,0.00102428742681331,33.399967097617605,-1.5142075492714,102.428742681331,White
texas,7.40668648628358e-4,1.36710991465283e-4,0.00151735089728291,74.0668648628358,13.6710991465283,151.735089728291,White
utah,1.11054862145313e-4,1.77617484251381e-5,2.83135880636945e-4,11.1054862145313,1.77617484251381,28.3135880636945,White
vermont,7.01825064950299e-5,-1.00154852094495e-4,3.50474007566944e-4,7.01825064950299,-10.0154852094495,35.0474007566944,White
virginia,3.4600487073203e-4,6.79598305216648e-5,8.01164610171666e-4,34.600487073203,6.795983052166481,80.1164610171666,White
washington,-1.24830710195542e-4,-4.52814871910248e-4,3.81307909379618e-5,-12.4830710195542,-45.2814871910248,3.8130790937961803,White
wisconsin,2.62486300150429e-4,5.06039218353766e-5,5.82871661854952e-4,26.248630015042902,5.06039218353766,58.2871661854952,White
wyoming,-5.07044340358107e-5,-2.74559156851718e-4,7.96743681983728e-5,-5.07044340358107,-27.4559156851718,7.96743681983728,White
state_sum,0.0103661521025322,-0.00148994197601607,0.0268257355784315,1036.61521025322,-148.994197601607,2682.57355784315,White
alabama,7.27608113353964e-4,1.28458356204842e-4,0.00165147509276082,72.76081133539641,12.845835620484202,165.147509276082,Black
arkansas,5.6923577532381e-4,7.36318268814108e-5,0.00147438714389746,56.923577532381,7.363182688141079,147.438714389746,Black
california,2.25364905186417e-4,3.93224732548588e-5,5.44369801848985e-4,22.536490518641703,3.93224732548588,54.436980184898495,Black
colorado,1.91315445231948e-4,2.40267929729457e-5,5.30845700252242e-4,19.1315445231948,2.40267929729457,53.0845700252242,Black
connecticut,4.79843466777285e-4,8.07488211282321e-5,0.00119679451597037,47.984346677728496,8.0748821128232091,119.67945159703702,Black
florida,0.00136051751610575,2.77280431075879e-4,0.00291840273698364,136.051751610575,27.7280431075879,291.840273698364,Black
georgia,0.00105434886209264,2.01099874425382e-4,0.00223436630971025,105.434886209264,20.109987442538202,223.43663097102498,Black
idaho,1.7561206052888e-4,-4.39886515265401e-7,5.70733454733242e-4,17.561206052888,-0.0439886515265401,57.073345473324196,Black
illinois,4.71509362482988e-4,7.61455067274969e-5,0.0010983839864385,47.150936248298805,7.61455067274969,109.83839864385,Black
indiana,3.9784820420567e-4,6.70433795672332e-5,0.00101100348978967,39.784820420567,6.70433795672332,101.100348978967,Black
iowa,5.3595703768743e-4,9.1677540878235e-5,0.00118320737230475,53.595703768743,9.1677540878235,118.320737230475,Black
kansas,-1.35638106800468e-4,-7.79687151220271e-4,2.90585511532552e-4,-13.563810680046801,-77.9687151220271,29.0585511532552,Black
kentucky,4.10079420511701e-4,7.91530423326836e-5,9.27668872902968e-4,41.007942051170104,7.91530423326836,92.7668872902968,Black
louisiana,0.00123922435065262,2.32452008780388e-4,0.00262560695164696,123.922435065262,23.2452008780388,262.56069516469597,Black
maine,3.62250799855447e-4,5.43234408034975e-5,9.578766690183e-4,36.2250799855447,5.43234408034975,95.78766690183001,Black
maryland,2.56134302334788e-4,1.49710915495447e-5,7.67567850807827e-4,25.613430233478798,1.49710915495447,76.7567850807827,Black
maryland,2.59210842059839e-4,1.67200281265046e-5,7.98997400696668e-4,25.921084205983902,1.67200281265046,79.89974006966679,Black
massachusetts,7.06974036764021e-4,1.19209867541143e-4,0.00160224214540476,70.6974036764021,11.920986754114299,160.224214540476,Black
michigan,1.83407686907921e-4,2.05755381800231e-5,5.23777778345062e-4,18.3407686907921,2.0575538180023103,52.377777834506205,Black
minnesota,-1.10394095545952e-4,-3.99304180491625e-4,3.97570095039625e-5,-11.0394095545952,-39.930418049162505,3.9757009503962504,Black
mississippi,9.63902630176947e-4,1.93877806720907e-4,0.0021059244476366,96.39026301769469,19.3877806720907,210.59244476366,Black
missouri,4.1868345734522e-4,7.01469373099322e-5,0.0010300661344367001,41.868345734522,7.01469373099322,103.00661344367,Black
montana,-9.07570974139909e-5,-3.89393151074791e-4,6.29329783603891e-5,-9.07570974139909,-38.9393151074791,6.293297836038909,Black
nevada,9.166991273586e-5,6.07259054578025e-7,3.08422532565436e-4,9.166991273586,0.0607259054578025,30.8422532565436,Black
new hampshire,8.58484710849169e-5,-1.56159992097371e-4,4.87668822194604e-4,8.58484710849169,-15.615999209737101,48.7668822194604,Black
new jersey,3.56640252592307e-4,5.15053633012302e-5,9.16948714242808e-4,35.664025259230705,5.15053633012302,91.6948714242808,Black
new mexico,6.56776775960863e-5,-4.42685297807762e-5,2.7414977458338e-4,6.56776775960863,-4.42685297807762,27.414977458337997,Black
new york,6.49671653963567e-4,1.24671347995272e-4,0.00145605698661456,64.9671653963567,12.4671347995272,145.60569866145602,Black
north carolina,5.28877989512877e-4,9.78614143443624e-5,0.00118423248579561,52.8877989512877,9.78614143443624,118.423248579561,Black
