state,median,lower_bound,upper_bound
alabama,376.3456399722145,78.5988358211016,1027.333228440356
california,7403.476801660192,-666.0612232429633,21095.463472399726
connecticut,599.9387644206985,171.31272060873414,1399.1704120083568
georgia,824.502681480233,301.9585038693165,1847.0185906156762
iowa,147.14045586004113,34.36030563238505,365.1279921939752
idaho,26.294553134678154,-21.31761536793364,101.45055179768623
illinois,1955.1544281997792,515.3394831433704,4636.245586498065
indiana,259.5565086021385,17.51662597065875,753.3222471332662
kansas,40.973300244578674,-187.2852020004466,301.9614014846553
kentucky,104.5735698284607,16.918481050954437,294.4401903458124
louisiana,262.8174685146918,65.2287185363394,683.3968204722514
massachusetts,1411.3428817196684,494.0382483461305,3167.1129964484107
maryland,190.247911720291,-51.391694517783975,645.7254576807991
maine,84.40036944400154,3.0634469780443383,253.5373219712882
michigan,306.4047859892374,-39.27470534536048,917.1906664312874
missouri,241.9096067007754,37.10970870146104,667.6198815369177
mississippi,175.61063501036062,64.81287785875875,392.5451252710666
montana,-4.733555232347248,-22.003966365030085,6.473290932437064
new hampshire,25.753761410052753,-2.5550187318140707,85.25276730772356
new jersey,1556.9447744006293,220.4035215879191,3863.525760930758
new mexico,154.28462052042948,-331.91589646221735,758.998166136012
nevada,68.84475568850054,-131.32064370935504,357.5944910577142
new york,4482.336299943883,1447.3252284128034,10329.828240832028
ohio,331.06202816471585,49.4569757392083,862.8893084853198
oklahoma,190.06515657796928,-63.09286501103144,574.7135349618513
oregon,225.99219511345382,-161.84747834109046,765.6233253581445
pennsylvania,763.3909763668674,59.37955926263386,2059.7867272787726
rhode island,89.00912323232507,15.26716170128975,239.98643747726692
texas,14893.92024446751,5245.451889868141,31487.717108392262
utah,61.92934432187572,-16.86866485795483,181.8084703490901
virginia,434.6615277794404,97.56155178137591,1209.0319633203567
vermont,9.854304607690898,0.29459503052400665,29.392296837507544
washington,0.6264451941496549,-617.0614090143077,595.8934360334346
wisconsin,326.9889924857764,65.14730309808088,893.2515154258639
wyoming,-1.6390806323539255,-15.387590005896044,10.57398703881865
