state,median,lower_bound,upper_bound
alabama,2.34748061875816,0.381204396231909,5.25820002368634
california,9.10178118045645,-1.14791985985371,26.3929518844922
connecticut,2.39457771834307,0.36663677406952,5.25574830888
georgia,5.1257928258111,0.970334885224952,11.2034909294852
iowa,0.433579295263815,0.0495114145831156,1.04020283947716
idaho,0.124982687401877,-0.121638540446107,0.502824234565014
illinois,3.9330074802285,0.541970984545991,9.34663567651729
indiana,2.45869374728559,-0.000141575939182854,6.37601992114477
kansas,0.088941832432327,-0.461905946657062,0.753531841286231
kentucky,1.41839985796462,0.0952372179516015,3.56414142686822
louisiana,2.5829939878158,0.401146972825373,5.61099970608123
massachusetts,3.89025218185705,0.703486285473125,8.36668017380831
maryland,2.46664175232525,-0.753606213439677,7.45099770403283
maine,0.520296553155119,0.0799000814122525,1.15757910061677
michigan,2.85276662482006,-0.514107894039805,8.57744747251007
minnesota,0.255199744343454,-0.385959993458898,1.18787125079026
missouri,2.03332768428458,0.112662348493846,5.15803064115736
mississippi,1.929226407802,0.361318171821286,3.94832459941661
montana,-0.0433531990377434,-0.20828923840115,0.0666396818835466
north dakota,0.0139902642667643,-0.0454588335640138,0.088422812054628
new hampshire,0.405238802006389,-0.0369250444955551,1.19239771862564
new jersey,3.43029875280826,0.197735590437066,8.69337672169176
new mexico,0.112732593764648,-0.267447127533961,0.645438984480555
nevada,0.215644328244908,-0.509891285742698,1.1751828768672
new york,10.2969673795756,1.49917717939137,22.9287425125565
ohio,2.57415365207314,0.111380260827168,6.80361457523935
oklahoma,0.707227428529745,-0.20344861047805,2.22035495224156
oregon,0.331564848161193,-0.255943250344252,1.24273321583233
pennsylvania,3.99989125167171,-0.045231141598508,10.751854704062
rhode island,0.661008398979363,0.0545225835677658,1.646080312084
south dakota,0.039053290768189,-0.0619725047710362,0.180989383461156
tennessee,1.55079785584277,0.123526866415088,3.89099440729382
texas,12.8110029954196,2.19064141459937,28.1673912206291
utah,0.359529812014557,-0.0858958756994968,1.09551559055547
virginia,3.76903289908488,0.643866206681777,8.0471429947372
vermont,0.125742953124728,-0.00542646443426383,0.361877635075206
washington,0.0021030778396953,-1.36628296879343,1.36644166332077
wisconsin,1.54224613909069,0.208558079590404,3.49414875444172
wyoming,-0.0122435157690418,-0.140509244024325,0.0939068360910194
state_sum,86.8505721888089,2.47481610042781,215.30492528804
