state,median,lower_bound,upper_bound,median_100k,lower_bound_100k,upper_bound_100k,group
indiana,3.10707152875267e-4,5.30954765568939e-5,7.75624002587602e-4,31.0707152875267,5.30954765568939,77.5624002587602,Male
kansas,-1.05632454390683e-4,-6.03114078688333e-4,2.34429721397611e-4,-10.5632454390683,-60.31140786883329,23.4429721397611,Male
kentucky,3.20706865904139e-4,5.74498282457423e-5,7.0742308023114e-4,32.0706865904139,5.74498282457423,70.74230802311399,Male
louisiana,9.71881546487949e-4,1.86854339722218e-4,0.00200237648620184,97.1881546487949,18.685433972221798,200.237648620184,Male
maryland,1.99702874248687e-4,8.11471524062598e-6,5.92423721134121e-4,19.970287424868697,0.811471524062598,59.242372113412095,Male
maine,2.87744744036074e-4,4.22326508134874e-5,7.49630223740773e-4,28.7744744036074,4.223265081348741,74.9630223740773,Male
michigan,1.43243659422081e-4,1.72489990117449e-5,4.076383937207e-4,14.3243659422081,1.7248999011744899,40.76383937207,Male
missouri,3.24521933674718e-4,5.38393998621263e-5,7.8180453447254e-4,32.4521933674718,5.38393998621263,78.180453447254,Male
mississippi,7.53489336110546e-4,1.4032107081964e-4,0.00159656746431412,75.34893361105459,14.032107081964,159.65674643141202,Male
montana,-7.16730210104479e-5,-2.94316610367125e-4,4.63391477821621e-5,-7.16730210104479,-29.431661036712498,4.6339147782162105,Male
north carolina,4.18741056731963e-4,7.61975623167304e-5,9.19673905743024e-4,41.874105673196304,7.61975623167304,91.9673905743024,Male
new hampshire,6.65799801081658e-5,-1.16198645105787e-4,3.60315907259371e-4,6.65799801081658,-11.6198645105787,36.0315907259371,Male
new jersey,2.77898121753961e-4,4.47005658288883e-5,7.07415169212754e-4,27.789812175396104,4.47005658288883,70.7415169212754,Male
new mexico,5.18809724121758e-5,-3.83654341021162e-5,2.11205021231019e-4,5.18809724121758,-3.83654341021162,21.1205021231019,Male
nevada,7.20341259744734e-5,-1.32694882827959e-6,2.39629977727057e-4,7.20341259744734,-0.132694882827959,23.962997772705698,Male
new york,5.07371620758996e-4,9.49929921164642e-5,0.0011406008983428,50.737162075899604,9.49929921164642,114.06008983427999,Male
ohio,4.4479697284112e-4,8.08075327248842e-5,9.81175690723766e-4,44.479697284112,8.080753272488419,98.11756907237661,Male
oklahoma,1.69180068061983e-4,7.27299797372229e-6,4.82806217414508e-4,16.9180068061983,0.727299797372229,48.2806217414508,Male
oregon,-4.32304025172398e-4,-0.00117727850156018,-4.33251272045e-5,-43.2304025172398,-117.72785015601801,-4.3325127204500005,Male
pennsylvania,1.6967472499006e-4,1.51034970735038e-6,5.29679972424234e-4,16.967472499006,0.151034970735038,52.9679972424234,Male
rhode island,2.66025566980306e-4,3.28585733306293e-5,7.7546373976045e-4,26.6025566980306,3.2858573330629297,77.546373976045,Male
tennessee,4.22831740250009e-4,-1.6925955672347e-5,0.0012847032440669,42.2831740250009,-1.6925955672347,128.47032440669,Male
texas,9.33554052775382e-4,1.99351102802424e-4,0.00190867044175345,93.3554052775382,19.9351102802424,190.867044175345,Male
utah,1.38186498118873e-4,2.03342292329951e-5,3.46455419827312e-4,13.8186498118873,2.03342292329951,34.645541982731196,Male
vermont,9.1667146898922e-5,-1.2739424481698e-4,4.41210797323005e-4,9.1667146898922,-12.739424481698,44.1210797323005,Male
washington,-1.57246281539091e-4,-5.57826964486809e-4,4.18931387978239e-5,-15.7246281539091,-55.782696448680895,4.18931387978239,Male
wisconsin,3.2953501213823e-4,6.47419036797354e-5,7.35709260518751e-4,32.953501213822996,6.47419036797354,73.57092605187509,Male
wyoming,-5.94218541111833e-5,-3.41838805831625e-4,1.00010210578156e-4,-5.94218541111833,-34.183880583162505,10.0010210578156,Male
iowa,4.21904427872315e-4,7.04309731449115e-5,8.9066416230425e-4,42.190442787231504,7.04309731449115,89.066416230425,Male
massachusetts,5.53118637212878e-4,9.35437718246916e-5,0.00122637287573081,55.31186372128779,9.35437718246916,122.637287573081,Male
north dakota,-7.10551061296706e-5,-3.38596365280354e-4,8.90471452876886e-5,-7.105510612967061,-33.8596365280354,8.90471452876886,Male
idaho,1.3832586130703e-4,2.6582917465744e-7,4.28117703966104e-4,13.832586130703,0.026582917465744,42.8117703966104,Male
virginia,4.40854286435018e-4,7.96844057780134e-5,0.0010014226659783,44.0854286435018,7.968440577801339,100.14226659782999,Male
minnesota,-8.54431888968577e-5,-3.06277516709067e-4,2.76716662193632e-5,-8.54431888968577,-30.6277516709067,2.76716662193632,Male
south dakota,-1.90891723679615e-5,-2.45123506306476e-4,1.61341710242357e-4,-1.90891723679615,-24.5123506306476,16.134171024235698,Male
state_sum,0.010733261132308,-0.0023178850864577,0.0285890374032146,1073.3261132308,-231.78850864576998,2858.9037403214597,Male
alabama,4.57338145820824e-4,8.73910824614246e-5,9.75177900974176e-4,45.7338145820824,8.739108246142461,97.5177900974176,White
california,1.40458454064957e-4,2.65391899785672e-5,3.28094479176774e-4,14.045845406495701,2.65391899785672,32.8094479176774,White
connecticut,3.05120863979092e-4,5.02529585837492e-5,7.28105722017602e-4,30.5120863979092,5.02529585837492,72.8105722017602,White
maryland,1.61603930318821e-4,7.93215431148385e-6,4.97123184706062e-4,16.160393031882098,0.793215431148385,49.7123184706062,White
georgia,6.52418267853361e-4,1.27946703860605e-4,0.00136902542418638,65.2418267853361,12.794670386060501,136.902542418638,White
illinois,2.97271708074264e-4,5.64279794244157e-5,6.75287511047991e-4,29.727170807426397,5.64279794244157,67.5287511047991,White
indiana,2.50956640127741e-4,4.08477322525349e-5,6.17153728483556e-4,25.0956640127741,4.08477322525349,61.7153728483556,White
kansas,-8.4258454729384e-5,-4.72657201783223e-4,1.88422105271647e-4,-8.4258454729384,-47.265720178322304,18.8422105271647,White
kentucky,2.56173005487889e-4,4.57800060979407e-5,5.7249494789045e-4,25.6173005487889,4.57800060979407,57.249494789045,White
louisiana,7.72546309023104e-4,1.4112507756039e-4,0.00161069646098734,77.2546309023104,14.112507756039,161.069646098734,White
maryland,1.61476978402187e-4,6.30857073596747e-6,4.96013223967923e-4,16.1476978402187,0.630857073596747,49.6013223967923,White
maine,2.29533980848527e-4,3.48427269157857e-5,6.02917738664679e-4,22.9533980848527,3.48427269157857,60.2917738664679,White
michigan,1.14506479914521e-4,1.29121463097784e-5,3.2056987752245e-4,11.450647991452099,1.2912146309778398,32.056987752245,White
missouri,2.63433281669059e-4,4.41577063987768e-5,6.44031271999354e-4,26.3433281669059,4.41577063987768,64.4031271999354,White
mississippi,6.00995520438131e-4,1.11804587817398e-4,0.00125491873404877,60.0995520438131,11.1804587817398,125.491873404877,White
montana,-5.70453923982384e-5,-2.45904011572222e-4,3.74510119288504e-5,-5.70453923982384,-24.5904011572222,3.7451011928850404,White
north carolina,3.3215210582798e-4,5.71224385626237e-5,7.14776544334797e-4,33.215210582798,5.71224385626237,71.4776544334797,White
new hampshire,5.43306872542102e-5,-8.89999034071136e-5,2.9550948349941e-4,5.433068725421021,-8.89999034071136,29.550948349941,White
new jersey,2.19956456945099e-4,3.34134483003688e-5,5.70682119425774e-4,21.9956456945099,3.34134483003688,57.068211942577406,White
new mexico,4.10177082131247e-5,-3.11360614661959e-5,1.64231116777489e-4,4.10177082131247,-3.1136061466195897,16.4231116777489,White
nevada,5.87452023576141e-5,1.21676777159267e-6,1.93230502388877e-4,5.87452023576141,0.121676777159267,19.3230502388877,White
new york,4.03340198061258e-4,7.3710157434825e-5,8.9673863512011e-4,40.3340198061258,7.371015743482499,89.67386351201101,White
ohio,3.5453116884912e-4,6.50512579065616e-5,7.73040649854378e-4,35.453116884912,6.50512579065616,77.3040649854378,White
oklahoma,1.3252799713351e-4,7.5448375000794e-6,3.76758595818587e-4,13.252799713351,0.75448375000794,37.6758595818587,White
oregon,-3.41920370785505e-4,-9.46212178829246e-4,-2.31555988015588e-5,-34.1920370785505,-94.6212178829246,-2.31555988015588,White
pennsylvania,1.31851343599513e-4,2.82175063715204e-6,4.14122805542724e-4,13.185134359951302,0.282175063715204,41.4122805542724,White
rhode island,2.1502380074593e-4,2.65618597622718e-5,6.23098138323457e-4,21.502380074593,2.65618597622718,62.3098138323457,White
tennessee,3.33413671991115e-4,-2.6007558002468e-5,0.00103094796397077,33.3413671991115,-2.6007558002468,103.09479639707699,White
texas,7.59490530766843e-4,1.59475604018998e-4,0.00153490013484928,75.9490530766843,15.9475604018998,153.490013484928,White
utah,1.11606527084361e-4,1.83763101811216e-5,2.75798834149706e-4,11.1606527084361,1.83763101811216,27.579883414970602,White
vermont,7.27868079529594e-5,-1.00878071795337e-4,3.56746635277662e-4,7.27868079529594,-10.0878071795337,35.6746635277662,White
washington,-1.24265687265365e-4,-4.40289058500259e-4,3.95663824971723e-5,-12.426568726536502,-44.0289058500259,3.9566382497172303,White
wisconsin,2.59954599400546e-4,4.41916007186595e-5,5.84172775725441e-4,25.995459940054598,4.41916007186595,58.4172775725441,White
wyoming,-4.96450255381992e-5,-2.62409560566841e-4,8.51453788735196e-5,-4.964502553819919,-26.2409560566841,8.514537887351961,White
iowa,3.29976966668487e-4,5.96087564613991e-5,7.13207873869876e-4,32.997696666848704,5.96087564613991,71.3207873869876,White
massachusetts,4.37360169835367e-4,7.46562557846132e-5,9.74749043982519e-4,43.7360169835367,7.46562557846132,97.47490439825191,White
north dakota,-5.53718301862608e-5,-2.72765596062059e-4,7.67295987461569e-5,-5.53718301862608,-27.276559606205897,7.672959874615691,White
idaho,1.12147019870282e-4,2.86868281456618e-6,3.4781857878684e-4,11.2147019870282,0.286868281456618,34.781857878684,White
virginia,3.58503270718091e-4,6.72254859022648e-5,7.91357439770755e-4,35.8503270718091,6.72254859022648,79.13574397707549,White
minnesota,-6.76177068962093e-5,-2.44574629187213e-4,2.47314322361552e-5,-6.76177068962093,-24.4574629187213,2.47314322361552,White
south dakota,-1.44884917843242e-5,-1.90852017672385e-4,1.31756347302687e-4,-1.44884917843242,-19.085201767238498,13.175634730268701,White
state_sum,0.0085879368397144,-0.00183457201237865,0.0228841447351966,858.7936839714399,-183.457201237865,2288.41447351966,White
alabama,7.30530489178955e-4,1.30583212692734e-4,0.001641846557519,73.0530489178955,13.058321269273401,164.18465575189998,Black
california,2.26708888786206e-4,3.88608936715986e-5,5.43999017474636e-4,22.6708888786206,3.88608936715986,54.399901747463595,Black
connecticut,4.87804356986355e-4,7.26048300923897e-5,0.00120425435272445,48.7804356986355,7.260483009238969,120.425435272445,Black
maryland,2.54643197395831e-4,6.42380568409335e-6,7.70079962491441e-4,25.4643197395831,0.642380568409335,77.0079962491441,Black
georgia,0.00105428505945978,2.04517020520356e-4,0.00221784369943103,105.428505945978,20.4517020520356,221.78436994310303,Black
illinois,4.74289837308687e-4,7.08690882758371e-5,0.00109285218256291,47.4289837308687,7.086908827583709,109.28521825629099,Black
indiana,3.99326572660113e-4,6.43141592691201e-5,0.00101440277646021,39.9326572660113,6.431415926912011,101.44027764602099,Black
kansas,-1.3469722401586e-4,-7.87790641615764e-4,3.07532536345798e-4,-13.469722401586,-78.7790641615764,30.753253634579803,Black
kentucky,4.20485659013075e-4,7.84242605324185e-5,9.41260564036554e-4,42.048565901307505,7.84242605324185,94.1260564036554,Black
louisiana,0.00124950419196756,2.41119374165584e-4,0.00266539190206214,124.95041919675599,24.111937416558398,266.53919020621396,Black
maryland,2.59661475625731e-4,1.56874224315254e-5,7.9060475198059e-4,25.966147562573102,1.56874224315254,79.060475198059,Black
michigan,1.83903453947134e-4,1.84665164621601e-5,5.19423050014797e-4,18.3903453947134,1.8466516462160099,51.942305001479696,Black
missouri,4.17717966888794e-4,7.0633325373676e-5,0.00103801599625029,41.7717966888794,7.0633325373676,103.801599625029,Black
mississippi,9.62878213013183e-4,1.7922962293216e-4,0.00205638592489715,96.2878213013183,17.922962293216,205.63859248971502,Black
north carolina,5.36911323112038e-4,9.52638798574481e-5,0.00119183310071432,53.6911323112038,9.52638798574481,119.18331007143199,Black
new jersey,3.58001162269694e-4,5.21494699384128e-5,9.24774172091478e-4,35.8001162269694,5.21494699384128,92.4774172091478,Black
nevada,9.20990398200171e-5,7.67691165969274e-7,3.11554350764636e-4,9.20990398200171,0.0767691165969274,31.1554350764636,Black
new york,6.61397792619866e-4,1.14175734992977e-4,0.00149067029441186,66.1397792619866,11.4175734992977,149.067029441186,Black
ohio,5.70481691011542e-4,1.00552178312898e-4,0.00130015227041795,57.0481691011542,10.0552178312898,130.015227041795,Black
oklahoma,2.14946958109006e-4,7.55867998201111e-6,6.35260066827928e-4,21.4946958109006,0.7558679982011111,63.5260066827928,Black
pennsylvania,2.17890633049527e-4,-4.56120804128828e-9,6.76311290507483e-4,21.789063304952702,-4.56120804128828e-4,67.6311290507483,Black
rhode island,3.40429438289733e-4,3.66558647287029e-5,9.96088665414479e-4,34.0429438289733,3.6655864728702903,99.6088665414479,Black
tennessee,5.42931802638015e-4,-3.26741851785616e-5,0.00168561189810659,54.2931802638015,-3.26741851785616,168.56118981065902,Black
texas,0.00121194941673162,2.57198524773639e-4,0.00249019230713241,121.194941673162,25.719852477363904,249.01923071324097,Black
utah,1.80675512794744e-4,2.8836954876252e-5,4.51374760644049e-4,18.0675512794744,2.8836954876251997,45.1374760644049,Black
vermont,1.13403938291587e-4,-1.79538114205586e-4,5.66862669838175e-4,11.3403938291587,-17.953811420558598,56.6862669838175,Black
washington,-2.01802521003228e-4,-7.13144335921339e-4,6.27084734267016e-5,-20.1802521003228,-71.3144335921339,6.2708473426701605,Black
wisconsin,4.22541893661732e-4,7.39841513751119e-5,9.74401331148538e-4,42.2541893661732,7.39841513751119,97.44013311485381,Black
iowa,5.41005321237374e-4,9.58008549178345e-5,0.00117529257181159,54.1005321237374,9.58008549178345,117.529257181159,Black
massachusetts,7.03630521282628e-4,1.25708779673903e-4,0.00160874865751806,70.3630521282628,12.5708779673903,160.874865751806,Black
virginia,5.72173490351019e-4,1.02501941810775e-4,0.00131041208262109,57.217349035101904,10.2501941810775,131.041208262109,Black
minnesota,-1.07969806520837e-4,-4.04441007448454e-4,3.77614386773306e-5,-10.7969806520837,-40.4441007448454,3.77614386773306,Black
state_sum,0.0139577397459616,1.65295392931842e-4,0.0346939036763257,1395.77397459616,16.5295392931842,3469.3903676325704,Black
alabama,5.94373734782717e-4,1.05846710212312e-4,0.00135603441638014,59.4373734782717,10.5846710212312,135.603441638014,Hispanic
california,1.85480782646481e-4,3.29348567940211e-5,4.42609347994512e-4,18.5480782646481,3.29348567940211,44.2609347994512,Hispanic
connecticut,3.9568620187112e-4,6.24486909253199e-5,9.83462692276443e-4,39.568620187111996,6.24486909253199,98.3462692276443,Hispanic
maryland,2.13025518758636e-4,1.23035188891646e-5,6.53593272038843e-4,21.3025518758636,1.23035188891646,65.3593272038843,Hispanic
georgia,8.47889587861619e-4,1.63393866039503e-4,0.00188427908756257,84.7889587861619,16.339386603950302,188.427908756257,Hispanic
illinois,3.85940338799121e-4,6.02462270306457e-5,9.33882527106354e-4,38.594033879912104,6.02462270306457,93.3882527106354,Hispanic
indiana,3.25157009469996e-4,5.39218298830449e-5,8.42097402343319e-4,32.5157009469996,5.39218298830449,84.2097402343319,Hispanic
kansas,-1.13842470572677e-4,-6.58625928609198e-4,2.40784408367138e-4,-11.3842470572677,-65.8625928609198,24.0784408367138,Hispanic
kentucky,3.34073121457784e-4,6.3326458891552e-5,7.80224729867421e-4,33.4073121457784,6.3326458891552,78.0224729867421,Hispanic
louisiana,0.00100983687673082,1.8908607692295e-4,0.00218277480724432,100.983687673082,18.908607692295,218.27748072443202,Hispanic
maryland,2.07052502728605e-4,1.12792122403018e-5,6.41562780831216e-4,20.7052502728605,1.12792122403018,64.1562780831216,Hispanic
