state,median,lower_bound,upper_bound
alabama,34.3522747753206,4.70477065503705,85.9769763505656
california,17.5605748407265,-2.27759783661259,55.859940670038
connecticut,3.53846892383597,0.429181366176624,9.60435962530357
georgia,72.5799825341637,12.5881443543311,168.020022205904
iowa,1.37199471711502,0.145707321104623,3.92824635983137
illinois,39.9483635207567,4.50491203464652,104.072402716044
indiana,5.18313687668113,-0.040210448217317,15.8345022700969
kansas,0.355635992771503,-1.96285895592729,3.25236921505154
kentucky,4.69566060652242,0.4222820802543,13.5578285104747
louisiana,41.5763528519334,6.31043837534477,99.7080122621538
massachusetts,7.61887575842512,1.13673121607694,19.8138774226491
maryland,10.8902883022514,-3.94531789118335,40.9373564339196
michigan,10.928015777246,-2.21181928174415,36.2012456345877
minnesota,0.931827514634463,-1.81320283646956,5.80598241156578
missouri,9.00502978452492,0.447290274556751,25.5558967557955
mississippi,33.9270815854015,5.89810417774398,76.5184699958963
new jersey,16.8368838823026,0.849981426529621,46.4791847285062
nevada,0.393267256999995,-1.10773668657377,2.82033193595251
new york,52.8028103725817,8.39282505497336,135.964454593855
ohio,17.3127831477948,1.02983494032266,47.7921204343233
oklahoma,3.6174920900659,-1.12888221006295,12.407300163862
pennsylvania,15.7365145393203,-0.0347792556604801,47.7447770259264
rhode island,0.252521444324465,0.0138176438259905,0.799572763670583
tennessee,15.806287658887,1.47759188190928,44.3504936021633
texas,96.6177657600599,13.2738822510791,231.258402259564
utah,0.274097031830735,-0.0719055019095824,1.09216920080751
virginia,13.515373952709,2.36406810823593,33.5266137306781
washington,0.00896785638021661,-1.85842179795414,1.75026049971315
wisconsin,5.91523856896115,0.876007663880642,15.0993019420876
state_sum,533.553567924528,48.4128381237141,1385.73247172099
