state,median,lower_bound,upper_bound,group
alabama,66.4803617582778,12.7009582008825,142.818670601672,Marginal
california,106.786489749681,20.7618483181925,241.180325196398,Marginal
connecticut,29.6966140975356,4.96223640023079,69.8673531816589,Marginal
maryland,2.8660416516458,0.110872386676159,8.47612995651004,Marginal
georgia,185.304474583031,32.9471430928789,375.173997317022,Marginal
illinois,91.4728085206885,17.1938936567462,206.601042076807,Marginal
indiana,37.5202908487487,6.35553859630663,93.4117371123093,Marginal
kansas,-5.60171363701765,-31.8825134990085,12.4769553259625,Marginal
kentucky,29.3077633890944,5.72166141755019,63.1628976656275,Marginal
louisiana,81.1498723878168,15.582639938694,166.037378743906,Marginal
maryland,23.9858593128257,1.03564932508017,69.6722237013908,Marginal
maine,6.23167309644035,0.891441940451926,16.3795374020173,Marginal
michigan,29.8602539582994,3.76282827833179,82.2815300330743,Marginal
missouri,39.329104224459,5.81449444600747,93.2948187382392,Marginal
mississippi,51.1716327191093,9.18244643729427,105.411320190063,Marginal
montana,-0.944669261686537,-4.10527538876975,0.671338619637072,Marginal
north carolina,94.151937948269,18.4186224672248,206.029640545429,Marginal
new hampshire,1.68867859586301,-2.85859079680043,8.88726069371706,Marginal
new jersey,46.6962698340823,6.5407436345828,115.572630486091,Marginal
new mexico,1.90262069117073,-1.34996715545872,7.63199326460292,Marginal
nevada,2.94587418780092,-0.0291784464187155,9.53177269275741,Marginal
new york,193.80696418543,35.8364943540879,416.457175192917,Marginal
ohio,87.009334103186,15.5003397051351,188.740390299891,Marginal
oklahoma,13.4963927836095,0.620568447979938,37.397424744649,Marginal
oregon,-26.1993743755137,-71.5925329334863,-2.13224453393703,Marginal
pennsylvania,42.0052846576463,1.03185088686071,125.700357136345,Marginal
rhode island,6.15537863901879,0.780783551550055,17.2685143156017,Marginal
tennessee,44.5573831885436,-2.15759464405166,133.787879436026,Marginal
texas,476.79383366627,96.7356588738307,924.475473653637,Marginal
utah,7.10233242525708,1.26082048388115,17.715386954898,Marginal
vermont,0.927545245403876,-1.2670956045259,4.60378049067113,Marginal
washington,-14.4854353511197,-52.1220549916461,4.74071835634763,Marginal
wisconsin,30.5681373704469,5.61726145068665,67.9373531431695,Marginal
wyoming,-0.491751261683416,-2.56504358350748,0.757420075526745,Marginal
iowa,15.2133360821305,2.81184797375907,31.7127012982499,Marginal
massachusetts,68.3484076171565,14.4598290867182,148.146913585697,Marginal
north dakota,-0.516466545533041,-2.52158989600856,0.681214576473312,Marginal
idaho,2.89978261722802,0.0498552844460902,8.89597570424446,Marginal
virginia,61.9295550287228,11.0955855516406,137.077853458307,Marginal
minnesota,-6.25473372364944,-22.316582393623,2.34474370198964,Marginal
south dakota,-0.192665569003526,-2.34442058761405,1.6453541618456,Marginal
state_sum,1924.67547943968,150.671474266788,4362.52493929744,Marginal
alabama,26.1073747162924,4.98606313458089,56.8329721138636,Female
california,40.0427955398903,7.24080107571406,93.2617925735804,Female
connecticut,10.6514051553963,1.87938681029999,26.7183249771134,Female
maryland,1.05326145233417,0.0525558714611613,3.25731112097206,Female
georgia,61.9515678255381,11.3094093809742,130.072075927301,Female
illinois,32.9619304340192,5.99839226502377,76.5929674382247,Female
indiana,13.5015321893678,2.24017496004618,33.7381845179142,Female
kansas,-2.03623266745386,-12.0669258517632,4.44711774167446,Female
kentucky,10.3626082385064,1.9178547413325,23.259145461004,Female
louisiana,29.9982368569838,5.8760275085709,64.3839096256009,Female
maryland,8.53798263387175,0.408440611809206,26.2318557689619,Female
maine,2.17962964864259,0.319049145802092,5.85798332144483,Female
michigan,11.1297132676573,1.42056004667361,30.8247338891308,Female
missouri,13.4006810492067,2.22487248981164,33.0005428243303,Female
mississippi,17.669181458079,3.4187776109713,37.831412084062,Female
montana,-0.361406084106518,-1.49658809781247,0.237800286960499,Female
north carolina,37.0473333201648,6.53902124684158,85.7415489615783,Female
new hampshire,0.575073788271771,-0.930536336152747,3.1116271511271,Female
new jersey,15.9246796143045,2.26001203123191,41.464455218329,Female
new mexico,0.650105655869652,-0.451825644110293,2.6678661961622,Female
nevada,1.16972988880843,-0.00357065258654433,3.90414857953604,Female
new york,70.7411946916598,13.2249003787951,159.582425559878,Female
ohio,32.3170425076344,5.95619106357175,72.0379503013184,Female
oklahoma,4.96031999727223,0.216913982760424,14.2424529315026,Female
oregon,-10.0992833699925,-28.1890843020836,-0.992442766558315,Female
pennsylvania,13.7783689509013,0.311597987969174,42.8494253794445,Female
rhode island,2.22036366244525,0.298308994253219,6.41194493925414,Female
tennessee,14.7259245415984,-0.777941724043376,47.2255145012635,Female
texas,167.415206280234,31.4329187582551,349.627248067331,Female
utah,2.56720684281821,0.432871344391854,6.48159268882839,Female
vermont,0.349566022100416,-0.507489477040789,1.75146103660639,Female
washington,-5.35566259203808,-19.2862931227475,1.51463665274062,Female
wisconsin,10.6332438351671,1.92739130865172,24.503091038105,Female
wyoming,-0.16499100025821,-0.891155018768186,0.248426647902647,Female
iowa,5.6406234474309,1.07863054001551,12.228011367712,Female
massachusetts,23.6793848093041,4.45304175335422,53.2945559795919,Female
north dakota,-0.161786606393975,-0.831573912402523,0.218250553115841,Female
idaho,0.956449375065835,0.0207834781563275,3.05051227300307,Female
virginia,20.1611810555653,3.99688651117537,46.2316301859541,Female
minnesota,-2.03681754337987,-7.45000759157002,0.667519361674786,Female
south dakota,-0.06430623110419,-0.955161645897138,0.654709790056135,Female
state_sum,684.780412657675,47.6036816555164,1625.2666922676,Female
alabama,40.31028769516,7.57884084927543,87.2405435565349,Male
