"","state","median","lower_bound","upper_bound"
"1","alabama",10.388184865587,3.30647825180308,23.3349763219312
"2","arkansas",6.70332053256042,0.972877502170458,15.3975044723045
"3","arizona",66.7412248634579,8.96268769938528,167.115937464348
"4","california",311.47616019903,-24.501970607953,779.434746287
"5","colorado",16.5738457560699,-2.72047412445124,49.0158921565556
"6","connecticut",46.150860643319,14.231122603356,101.098247216079
"7","delaware",4.26070273334774,0.444214561161644,11.7732628371973
"8","florida",161.738904085231,61.9564838965898,337.608513074329
"9","georgia",33.8041323177491,10.1732392589723,77.0296027759783
"10","iowa",3.62240186833624,0.948361034559563,7.84758040552351
"11","idaho",1.96842061476935,-1.49676367904142,6.62703898716439
"12","illinois",53.0573136101392,12.5747137092607,129.657848126055
"13","indiana",14.4800533518919,0.847999412242873,40.4955912387022
"14","kansas",1.12071906800474,-4.93605003654956,7.71536208147585
"15","kentucky",8.51458019777114,1.42388275516974,22.1815741337219
"16","louisiana",8.1515244747958,2.73642015658111,17.7917722104867
"17","massachusetts",52.1214836759356,18.425163620641,113.024003332786
"18","maryland",18.6879803805105,-5.69454005888106,56.2578077826342
"19","maine",1.08647680746118,0.385080023660591,2.17273789853422
"20","michigan",19.4247010208991,-2.83539036593547,55.1129384190426
"21","minnesota",1.834649643007,-2.27717038498294,6.77927915059754
"22","missouri",10.524017532128,1.56258353516191,28.4814505811968
"23","mississippi",5.95326979138364,2.19741664024739,12.8376691579997
"24","montana",-0.209903307907363,-0.933204250727256,0.29412222171107
"25","north carolina",28.6226701704189,8.9012258133903,59.3278048948189
"26","north dakota",0.0536805898175279,-0.127835467555256,0.259993655042953
"27","nebraska",3.61949688333247,0.391459198371432,9.61178719819177
"28","new hampshire",2.44136420605607,-0.190320545007703,7.0675030246539
"29","new jersey",67.2613913893922,11.7600172438136,158.974339429035
"30","new mexico",6.11765688482649,-12.4772976286689,27.2897946351933
"31","nevada",5.97954025572006,-11.7138997474281,28.8256982203504
"32","new york",199.930883450376,63.5721366527694,443.798288353771
"33","ohio",11.0739117804752,1.58359870966451,27.6494375474365
"34","oklahoma",5.55828439778501,-1.60072370612346,16.8587515610775
"35","oregon",5.09298300442514,-3.64580249213979,18.2950304278409
"36","pennsylvania",40.7057987350447,2.19142869783403,106.859969477182
"37","rhode island",14.0087723714497,2.63473028814455,33.2367867921081
"38","south carolina",9.17610151137549,4.21614017219601,17.0276081334329
"39","south dakota",0.139837416008142,-0.167134535937721,0.506345545664274
"40","tennessee",7.3938329296755,1.71007447497993,16.1348306492544
"41","texas",405.158593561557,141.802302784374,847.208620936331
"42","utah",3.71046354010399,-0.837158253549592,10.7983407397236
"43","virginia",30.0707909563484,10.8384178006049,64.1597786949676
"44","vermont",0.311817712683388,-0.00783524270884003,0.82697258399918
"45","washington",0.0878155442130537,-17.0283700880007,17.7503730431042
"46","wisconsin",12.4870493854847,3.92531596365002,28.4689673116366
"47","west virginia",0.81923768530146,0.101714923664891,2.295247946132
"48","wyoming",-0.148214976602895,-1.41187868895479,0.96856109926531
