"","state","median","lower_bound","upper_bound"
"1","alabama",62.7303136084205,23.1805541262081,120.580867393291
"2","arkansas",19.2803926682414,2.49347985457249,46.1111313951797
"3","arizona",49.870491196825,7.42568389418672,120.583794128534
"4","california",234.953742529916,-12.2232516300178,572.659571789855
"5","colorado",19.8921236856518,-3.00734046683379,53.022838168225
"6","connecticut",61.1193980666359,19.4188114848942,123.518405098645
"7","delaware",9.10258154404571,1.17308884748641,21.0704787996567
"8","florida",402.261467440993,191.055285036189,727.778549041606
"9","georgia",127.514343971681,51.1546901367402,246.950479806294
"10","iowa",10.6601387390218,2.91163708109964,22.6855069228423
"11","idaho",2.9872746596399,-2.40734690837233,9.63494144837752
"12","illinois",95.9310161840764,26.4154194089622,205.742496984331
"13","indiana",62.4701658816413,4.74174351990157,148.455864066915
"14","kansas",2.47473105618251,-10.7145775431018,16.3319810179728
"15","kentucky",34.2231470668321,6.56598794146529,74.3465655233759
"16","louisiana",64.2587315116613,24.0420836485389,126.28429322292
"17","massachusetts",90.4880113405374,34.9070345772708,181.225800994507
"18","maryland",62.632548408171,-17.5387120061829,166.670509862962
"19","maine",12.4549372954537,4.48448906737325,24.448035064438
"20","michigan",73.7319576223808,-11.0470099630303,188.39701901431
"21","minnesota",6.08381570022046,-7.57650568375789,23.0906587785182
"22","missouri",52.2878565776956,10.0654826385846,118.003444791699
"23","mississippi",44.2001659089622,20.3675796928935,79.8949151863139
"24","montana",-1.13743010414651,-4.34518957449734,1.51922991023358
"25","north carolina",80.1713346209028,24.2711634398448,169.793628872065
"26","north dakota",0.458774296883305,-1.14541685052287,2.46619533105342
"27","nebraska",9.96614237065106,1.30669201639652,22.7371002120082
"28","new hampshire",10.5471544526966,-0.955182135815509,26.9389871626
"29","new jersey",80.3085132410562,14.2151625687184,176.324688019685
"30","new mexico",2.96833836122921,-6.06398059640026,13.2525842879073
"31","nevada",5.89069843690241,-11.3127832230929,27.0831138118122
"32","new york",261.075705456034,90.8124040322386,538.625097652793
"33","ohio",70.3983123808549,10.8377051889546,157.19800557138
"34","oklahoma",18.2590840719682,-5.38156973412426,49.1723342280719
"35","oregon",17.1399410067147,-14.3307965576514,67.5958150100678
"36","pennsylvania",92.6330464105668,7.55989434980861,215.025346652418
"37","rhode island",16.6942897128703,3.03662259263109,36.2184153884041
"38","south carolina",62.1910518479675,28.0520225300749,118.793920073774
"39","south dakota",1.10148293073104,-1.43476607917436,4.20626328345019
"40","tennessee",34.0060272411386,7.80188041291646,77.8882004307203
"41","texas",311.693271768857,117.868785421879,615.019047078377
"42","utah",8.47708412751242,-1.36001606772574,22.1928695108491
"43","virginia",93.5438766540878,38.2316059289281,183.568422763422
"44","vermont",3.30753618213601,0.0379486055476101,7.96996176859298
"45","washington",-0.286338476769113,-31.3914163477356,31.8264121000995
"46","wisconsin",36.5345939095718,12.8834096295944,76.2149247842763
"47","west virginia",11.8458893225607,1.54231576663448,26.8335446291112
"48","wyoming",-0.360995848252501,-2.9861488749014,1.96608790101204
