state,strata,pop_at_risk,delta_o3,do3_se,n_smoky,yo,yo_se,beta,beta_se
north carolina,hispanic,322163,4.840678002978285,0.5736152916373429,30.071428571428573,0.0095,4e-4,0.0095,0.004
north dakota,hispanic,5951,-0.718660945854715,0.7665008905414159,38,0.0095,4e-4,0.0095,0.004
ohio,hispanic,146723,4.487444605592271,0.6712301432237828,34.7,0.0095,4e-4,0.0095,0.004
oklahoma,hispanic,143597,1.5967475445049761,0.6832444024849943,38.5,0.0095,4e-4,0.0095,0.004
oregon,hispanic,191597,-2.307054093695364,0.8829536735269498,66,0.0095,4e-4,0.0095,0.004
pennsylvania,hispanic,278761,3.0428047621702374,1.4190406756386476,21,0.0095,4e-4,0.0095,0.004
rhode island,hispanic,48835,9.441467473122215,3.131711620208615,11,0.0095,4e-4,0.0095,0.004
south carolina,hispanic,85363,9.327528142653765,1.2439463381432188,23,0.0095,4e-4,0.0095,0.004
south dakota,hispanic,10138,-0.2977262750285157,1.0226923324606185,27.333333333333332,0.0095,4e-4,0.0095,0.004
tennessee,hispanic,113420,4.68384975022509,2.4304900946000103,34,0.0095,4e-4,0.0095,0.004
texas,hispanic,3375488,8.28196927028711,0.43850714056189105,39.774193548387096,0.0095,4e-4,0.0095,0.004
utah,hispanic,150574,1.7515251966871814,0.46796759517952496,28.363636363636363,0.0095,4e-4,0.0095,0.004
vermont,hispanic,3247,1.554207848288739,1.6832133021522477,23.5,0.0095,4e-4,0.0095,0.004
virginia,hispanic,218621,8.115727586591744,0.9121610391909646,19.571428571428573,0.0095,4e-4,0.0095,0.004
washington,hispanic,323345,-1.4450958974156776,0.9305305755491331,40.8,0.0095,4e-4,0.0095,0.004
west virginia,hispanic,8224,NA,NA,NA,0.0095,4e-4,0.0095,0.004
wisconsin,hispanic,143652,3.243078926509611,0.5635039627903868,35.5,0.0095,4e-4,0.0095,0.004
wyoming,hispanic,19176,-1.2179716558722333,1.3851694294986299,21,0.0095,4e-4,0.0095,0.004
